Date,Symbol,Open,High,Low,Close,Adj Close,Volume
30-12-2019,PRINCEPIPE,160,177.899994,152.5,166.899994,163.857697,21159947
31-12-2019,PRINCEPIPE,162.300003,167.399994,150.600006,152.449997,149.671097,5939748
01-01-2020,PRINCEPIPE,153.050003,159.5,152.399994,155.850006,153.009125,3114230
02-01-2020,PRINCEPIPE,156.050003,158.699997,154,155.699997,152.861832,1021302
03-01-2020,PRINCEPIPE,156,156,151.25,151.899994,149.131119,623408
06-01-2020,PRINCEPIPE,143,153.5,143,150.199997,147.462112,1515788
07-01-2020,PRINCEPIPE,151.75,155.850006,150.899994,153.550003,150.751038,621807
08-01-2020,PRINCEPIPE,149.699997,154.800003,149.649994,153.25,150.456512,519977
09-01-2020,PRINCEPIPE,155.5,169,153.050003,161.899994,158.948822,3636245
10-01-2020,PRINCEPIPE,160.850006,166.800003,159.350006,165.300003,162.28685,1506054
13-01-2020,PRINCEPIPE,167,174.399994,166.199997,169.449997,166.361206,2035350
14-01-2020,PRINCEPIPE,170,174,169.75,171.649994,168.521088,724613
15-01-2020,PRINCEPIPE,172.100006,172.899994,168.899994,170.25,167.146622,293100
16-01-2020,PRINCEPIPE,171,184.399994,170.550003,174.199997,171.024612,3162996
17-01-2020,PRINCEPIPE,173.899994,177.350006,169,170,166.901184,652615
20-01-2020,PRINCEPIPE,170.5,172.949997,165.5,166.300003,163.268631,399997
21-01-2020,PRINCEPIPE,169,172.800003,168.050003,171.649994,168.521088,579708
22-01-2020,PRINCEPIPE,172.5,176,171.5,172.699997,169.551956,460701
23-01-2020,PRINCEPIPE,173.399994,175,171.300003,172.850006,169.699234,270044
24-01-2020,PRINCEPIPE,172.300003,173.699997,170.550003,171.800003,168.668365,201038
27-01-2020,PRINCEPIPE,171.199997,177,170.25,174.300003,171.122803,690849
28-01-2020,PRINCEPIPE,176,182,174.75,178.25,175.000793,1383816
29-01-2020,PRINCEPIPE,180.699997,183.600006,176.5,177.850006,174.608093,626766
30-01-2020,PRINCEPIPE,179.100006,179.399994,172.5,174.25,171.073715,216496
31-01-2020,PRINCEPIPE,175,178.699997,171.649994,175.949997,172.742722,258299
03-02-2020,PRINCEPIPE,168.850006,171.899994,166,167.25,164.201309,148029
04-02-2020,PRINCEPIPE,168.350006,173.5,168.350006,171.399994,168.27565,157238
05-02-2020,PRINCEPIPE,172.449997,172.899994,167.699997,168.699997,165.624878,122567
06-02-2020,PRINCEPIPE,169.5,171.75,167.449997,168.350006,165.281265,112909
07-02-2020,PRINCEPIPE,168.699997,173,168.199997,172.149994,169.011978,208837
10-02-2020,PRINCEPIPE,171.5,180.899994,171.5,179.350006,176.08075,772255
11-02-2020,PRINCEPIPE,180.050003,183.399994,175.399994,176.949997,173.724503,748593
12-02-2020,PRINCEPIPE,180,181.899994,171.050003,178.75,175.491684,1815590
13-02-2020,PRINCEPIPE,180.100006,186.899994,178.050003,184.949997,181.578674,1685166
14-02-2020,PRINCEPIPE,185,195.699997,183,190.300003,186.831146,1984341
17-02-2020,PRINCEPIPE,190.800003,196.649994,186.800003,189.5,186.045715,899695
18-02-2020,PRINCEPIPE,189,192,182,185.850006,182.462265,512784
19-02-2020,PRINCEPIPE,186.75,188.600006,182,182.399994,179.07515,320045
20-02-2020,PRINCEPIPE,182,185.899994,181,181.850006,178.535187,325359
24-02-2020,PRINCEPIPE,179.949997,181.699997,175.800003,179.550003,176.2771,331633
25-02-2020,PRINCEPIPE,180.699997,183.699997,175.5,177.5,174.264465,226044
26-02-2020,PRINCEPIPE,176,178,173,174.300003,171.122803,290315
27-02-2020,PRINCEPIPE,174,176.050003,173,174.600006,171.417343,240793
28-02-2020,PRINCEPIPE,170,171.399994,162.649994,163.649994,160.666931,308618
02-03-2020,PRINCEPIPE,164.300003,168.350006,151.5,158.399994,155.512619,254834
03-03-2020,PRINCEPIPE,158.800003,164.5,158.149994,160.550003,157.623444,281616
04-03-2020,PRINCEPIPE,161.100006,162.350006,153.600006,157.25,154.383606,215846
05-03-2020,PRINCEPIPE,158.300003,159.899994,154.75,155.399994,152.567307,279236
06-03-2020,PRINCEPIPE,153.949997,153.949997,145.5,147.699997,145.007675,203499
09-03-2020,PRINCEPIPE,144.800003,145.449997,137,138.25,135.729935,232257
11-03-2020,PRINCEPIPE,137.899994,142.149994,130.850006,132,129.593872,267187
12-03-2020,PRINCEPIPE,125,125,106,108.550003,106.57132,263134
13-03-2020,PRINCEPIPE,96.199997,110,89,105.150002,103.233292,523563
16-03-2020,PRINCEPIPE,105,108,99,101,99.158943,305608
17-03-2020,PRINCEPIPE,101,105,100.949997,102.050003,100.189796,141336
18-03-2020,PRINCEPIPE,103.949997,105.849998,99.949997,100.900002,99.060753,377528
19-03-2020,PRINCEPIPE,96,109.800003,92.300003,101.5,99.649818,298889
20-03-2020,PRINCEPIPE,103.75,111.650002,100.650002,109.900002,107.896706,197419
23-03-2020,PRINCEPIPE,100,103.949997,98.050003,98.199997,97.29528,78079
24-03-2020,PRINCEPIPE,100,103.599998,93,96.150002,95.264175,81615
25-03-2020,PRINCEPIPE,92.099998,99.949997,91.449997,97.800003,96.898972,74653
26-03-2020,PRINCEPIPE,100,102.900002,97,99.949997,99.02916,175597
