Date,Symbol,Open,High,Low,Close,Adj Close,Volume
05-10-2007,POWERGRID,67.350014,82.125023,62.362514,75.45002,52.372898,641411742
08-10-2007,POWERGRID,78.000015,78.000015,71.13752,71.587517,49.691772,95003786
09-10-2007,POWERGRID,71.625015,77.13752,67.762512,76.462517,53.07571,87544282
10-10-2007,POWERGRID,78.45002,78.750015,76.500015,77.175018,53.570278,50948533
11-10-2007,POWERGRID,90.000023,90.000023,76.500015,85.800018,59.557251,79740716
12-10-2007,POWERGRID,84.000023,88.425018,83.250023,85.237518,59.166794,74558093
15-10-2007,POWERGRID,87.000023,87.525024,85.612518,86.362518,59.947704,31361229
16-10-2007,POWERGRID,86.475021,96.675026,85.875023,95.175026,66.064842,103960872
17-10-2007,POWERGRID,85.500023,105.000023,79.57502,102.600021,71.218811,153657194
18-10-2007,POWERGRID,104.250023,112.087524,94.76252,99.000023,68.719902,109963349
19-10-2007,POWERGRID,96.750023,102.675026,93.750023,98.662521,68.485634,82699868
22-10-2007,POWERGRID,96.675026,100.387527,94.125023,97.350021,67.574577,54190054
23-10-2007,POWERGRID,99.750023,105.225029,99.750023,104.287529,72.390182,55946191
24-10-2007,POWERGRID,106.500023,107.625023,101.512527,102.675026,71.270882,47291377
25-10-2007,POWERGRID,99.187523,104.850029,90.487518,102.450027,71.114677,25891866
26-10-2007,POWERGRID,104.250023,107.212524,101.437523,105.525024,73.249161,46777518
29-10-2007,POWERGRID,107.250023,110.250031,106.725029,107.662529,74.73291,32743273
30-10-2007,POWERGRID,109.125031,113.025024,105.900024,110.062531,76.398827,59941283
31-10-2007,POWERGRID,110.625031,114.825027,110.250031,112.350029,77.986694,33491526
01-11-2007,POWERGRID,115.125031,115.987526,108.937531,109.837524,76.242661,37974369
02-11-2007,POWERGRID,105.862526,112.500031,105.000023,111.825027,77.622253,24001269
05-11-2007,POWERGRID,111.750031,116.625031,111.075027,114.112526,79.210098,29124851
06-11-2007,POWERGRID,116.100029,122.925034,114.037529,115.612526,80.251297,61410211
07-11-2007,POWERGRID,117.750031,119.400032,111.375031,113.925026,79.079964,25194856
08-11-2007,POWERGRID,111.000031,115.012527,109.500031,111.975029,77.726379,20992890
12-11-2007,POWERGRID,108.600029,116.700027,105.637527,114.675026,79.600555,26365301
13-11-2007,POWERGRID,116.625031,119.775032,112.912529,117.412529,81.500778,32872898
14-11-2007,POWERGRID,119.475029,121.125031,115.275024,115.875031,80.433525,27553934
15-11-2007,POWERGRID,118.050026,119.887527,115.612526,117.825027,81.787102,21931689
16-11-2007,POWERGRID,117.300026,119.662529,115.650024,117.000031,81.214439,14171471
19-11-2007,POWERGRID,119.662529,125.625031,118.762527,121.237534,84.155869,30537539
20-11-2007,POWERGRID,120.750031,124.125031,117.900032,119.362526,82.854355,19756628
21-11-2007,POWERGRID,120.075027,120.787529,107.400024,110.062531,76.398827,20110874
22-11-2007,POWERGRID,108.900024,113.325027,101.662521,106.275024,73.769768,25572138
23-11-2007,POWERGRID,113.250031,114.000031,106.950027,113.325027,78.663475,20748068
26-11-2007,POWERGRID,117.525032,117.525032,113.325027,114.225029,79.288208,15119342
27-11-2007,POWERGRID,116.175026,116.175026,110.250031,111.412529,77.335922,15429898
28-11-2007,POWERGRID,113.850029,114.375031,109.012527,109.762527,76.190598,12326483
29-11-2007,POWERGRID,112.500031,113.100029,105.412529,106.800026,74.134209,19148225
30-11-2007,POWERGRID,108.750031,111.600029,107.250023,110.925026,76.997528,13828291
03-12-2007,POWERGRID,112.275024,113.887527,111.412529,112.500031,78.090805,12638420
04-12-2007,POWERGRID,113.250031,114.187531,110.212524,111.037529,77.075623,10506545
05-12-2007,POWERGRID,111.225029,115.875031,111.000031,115.462524,80.147186,20793968
06-12-2007,POWERGRID,117.975029,119.737526,111.862526,113.325027,78.663475,18078532
07-12-2007,POWERGRID,114.037529,115.650024,110.812531,112.837524,78.325066,8806789
10-12-2007,POWERGRID,113.925026,114.337524,111.487526,112.950027,78.403183,6247507
11-12-2007,POWERGRID,113.962524,114.600029,111.862526,112.425026,78.038734,8764463
12-12-2007,POWERGRID,111.000031,113.362526,110.250031,112.350029,77.986694,12256598
13-12-2007,POWERGRID,112.500031,114.000031,110.062531,110.475029,76.685173,10965129
14-12-2007,POWERGRID,110.100029,111.112526,108.825027,109.387527,75.930283,8243888
17-12-2007,POWERGRID,110.025024,110.625031,101.250023,102.787521,71.348976,14516759
18-12-2007,POWERGRID,101.625023,105.750023,99.150024,102.337524,71.036598,16205837
19-12-2007,POWERGRID,105.637527,106.537529,99.600021,100.462524,69.735077,14645184
20-12-2007,POWERGRID,101.775024,102.600021,99.000023,99.450027,69.032265,12828903
24-12-2007,POWERGRID,100.950027,104.100029,100.125023,102.487526,71.140724,12533639
26-12-2007,POWERGRID,103.050026,106.875023,103.050026,105.600029,73.301231,15697570
27-12-2007,POWERGRID,107.775024,109.275024,105.450027,106.350029,73.821854,33423958
28-12-2007,POWERGRID,106.125023,107.625023,105.000023,107.175026,74.394493,13765888
31-12-2007,POWERGRID,108.000031,108.600029,106.650024,107.962524,74.941139,8986731
01-01-2008,POWERGRID,108.525024,110.962524,107.512527,109.950027,76.320732,12515810
02-01-2008,POWERGRID,109.950027,110.775024,107.737526,109.350029,75.904259,10077960
03-01-2008,POWERGRID,108.675026,114.300026,107.362526,113.850029,79.027893,23861414
04-01-2008,POWERGRID,115.500031,117.000031,112.500031,113.250031,78.611427,21008482
07-01-2008,POWERGRID,112.537529,114.900024,111.112526,112.312531,77.960655,11893547
08-01-2008,POWERGRID,112.425026,114.000031,107.175026,108.487526,75.30555,9962000
09-01-2008,POWERGRID,108.600029,109.087524,106.500023,106.762527,74.108177,9835145
10-01-2008,POWERGRID,107.250023,110.250031,103.500023,104.212524,72.338127,13517252
11-01-2008,POWERGRID,105.637527,106.800026,101.625023,105.787529,73.431389,8722080
14-01-2008,POWERGRID,105.975029,108.525024,104.287529,107.400024,74.550682,7698180
15-01-2008,POWERGRID,109.125031,109.575027,103.275024,104.137527,72.286041,8668751
16-01-2008,POWERGRID,103.387527,104.250023,99.412521,102.000023,70.802338,11125549
17-01-2008,POWERGRID,102.375023,107.062523,100.200027,104.737526,72.702545,12127046
18-01-2008,POWERGRID,103.875023,103.987526,99.000023,99.862526,69.318611,9940617
21-01-2008,POWERGRID,99.000023,99.000023,72.187515,82.875023,57.526897,24901792
22-01-2008,POWERGRID,74.70002,78.750015,59.212513,74.550018,51.748165,44066780
23-01-2008,POWERGRID,75.750015,86.062523,75.750015,82.875023,57.526897,21319493
24-01-2008,POWERGRID,87.337524,88.95002,79.125015,83.062523,57.657051,22433947
25-01-2008,POWERGRID,87.000023,87.750023,83.812523,87.337524,60.624496,9413041
28-01-2008,POWERGRID,86.13752,88.95002,79.125015,88.275024,61.275242,10200832
29-01-2008,POWERGRID,88.500023,89.775024,85.500023,86.812523,60.260063,5759907
30-01-2008,POWERGRID,87.000023,87.375023,80.925018,82.01252,56.928188,6762076
31-01-2008,POWERGRID,82.875023,83.100021,75.750015,76.650017,53.205872,31153922
01-02-2008,POWERGRID,77.962517,79.875015,77.250015,79.312515,55.054008,6816900
04-02-2008,POWERGRID,80.812523,84.375023,80.812523,83.400017,57.891315,9007039
05-02-2008,POWERGRID,83.550018,87.112518,81.750023,85.987518,59.687386,10944977
06-02-2008,POWERGRID,83.625023,86.250023,80.475021,85.237518,59.166794,9321913
07-02-2008,POWERGRID,84.07502,86.962524,80.70002,81.225021,56.381554,8475059
08-02-2008,POWERGRID,81.750023,82.425018,77.662521,79.125015,54.923866,10135648
